"Mineral Name","Mineral Name (plain)","IMA Chemistry (plain)","IMA Mineral Symbol"
"Strontio-orthojoaquinite","Strontio-orthojoaquinite","NaSr4Fe3+Ti2Si8O24(OH)4","Sojq"
"Strontioperloffite","Strontioperloffite","SrMn2+2Fe3+2(PO4)3(OH)3","Splf"
"Strontiopharmacosiderite","Strontiopharmacosiderite","Sr0.5Fe4[(AsO4)3(OH)4]·4H2O","Spsd"
"Strontioruizite","Strontioruizite","Sr2Mn3+2Si4O11(OH)4·2H2O","Srz"
"Strontiowhitlockite","Strontiowhitlockite","Sr9Mg(PO3OH)(PO4)6","Swht"
"Strunzite","Strunzite","Mn2+Fe3+2(PO4)2(OH)2·6H2O","Snz"
"Struvite","Struvite","(NH4)Mg(PO4)·6H2O","Suv"
"Struvite-(K)","Struvite-(K)","KMg(PO4)·6H2O","Suv-K"
"Studenitsite","Studenitsite","NaCa2B9O14(OH)4·2H2O","Sdn"
"Studtite","Studtite","(UO2)(O2)(H2O)2·2H2O","Stu"
"Stumpflite","Stumpflite","PtSb","Stm"
"Sturmanite","Sturmanite","Ca6Fe3+2(SO4)2.5[B(OH)4](OH)12·25H2O","Strm"
"Stützite","Stutzite","Ag5-xTe3 (x = 0.24-0.36)","Stz"
"Suanite","Suanite","Mg2B2O5","Sua"
"Sudburyite","Sudburyite","PdSb","Sdb"
"Sudoite","Sudoite","Mg2Al3(Si3Al)O10(OH)8","Sud"
"Sudovikovite","Sudovikovite","PtSe2","Svi"
"Suenoite","Suenoite","[box]Mn2Mg5Si8O22(OH)2","Sue"
"Suessite","Suessite","Fe3Si","Sss"
"Sugakiite","Sugakiite","Cu(Fe,Ni)8S8","Sgk"
"Sugilite","Sugilite","KNa2Fe3+2(Li3Si12)O30","Sug"
"Suhailite","Suhailite","(NH4)Fe2+3(Si3Al)O10(OH)2","Suh"
"Sulfhydrylbystrite","Sulfhydrylbystrite","Na5K2Ca[Al6Si6O24](S5)2-(SH)-","Shbys"
"Sulfoborite","Sulfoborite","Mg3[B(OH)4]2(SO4)(OH,F)2","Sbo"
"Sulphohalite","Sulphohalite","Na6(SO4)2ClF","Slhl"
"Sulphotsumoite","Sulphotsumoite","Bi3Te2S","Stsm"
"Sulphur","Sulphur","S","S"
"Sulphur-β","Sulphur-beta","S","S-β"
"Sulvanite","Sulvanite","Cu3VS4","Sul"
"Sundiusite","Sundiusite","Pb10(SO4)O8Cl2","Sun"
"Suolunite","Suolunite","Ca2Si2O5(OH)2·H2O","Suo"
"Suredaite","Suredaite","PbSnS3","Su"
"Surinamite","Surinamite","Mg3Al3O(Si3BeAlO15)","Sum"
"Surite","Surite","(Pb,Ca)3Al2(Si,Al)4O10(CO3)2(OH)3·0.3H2O","Sur"
"Sursassite","Sursassite","Mn2+2Al3(SiO4)(Si2O7)(OH)3","Ss"
"Susannite","Susannite","Pb4(SO4)(CO3)2(OH)2","Sus"
"Suseinargiuite","Suseinargiuite","(Na0.5Bi0.5)(MoO4)","Sag"
"Sussexite","Sussexite","Mn2+BO2(OH)","Ssx"
"Suzukiite","Suzukiite","BaV4+Si2O7","Suz"
"Svabite","Svabite","Ca5(AsO4)3F","Sva"
"Svanbergite","Svanbergite","SrAl3(SO4)(PO4)(OH)6","Svb"
"Sveinbergeite","Sveinbergeite","(H2O)2[Ca(H2O)](Fe2+6Fe3+)Ti2(Si4O12)2O2(OH)4[(OH)(H2O)]","Sve"
"Sveite","Sveite","KAl7(NO3)4(OH)16Cl2·8H2O","Sv"
"Švenekite","Svenekite","Ca[AsO2(OH)2]2","Švn"
"Sverigeite","Sverigeite","NaBe2Mn2+2SnSi3O12(OH)","Svg"
"Svetlanaite","Svetlanaite","SnSe","Svl"
"Svornostite","Svornostite","K2Mg[(UO2)(SO4)2]2·8H2O","Svo"
"Svyatoslavite","Svyatoslavite","Ca(Al2Si2O8)","Svy"
"Svyazhinite","Svyazhinite","MgAl(SO4)2F·14H2O","Svz"
"Swaknoite","Swaknoite","(NH4)2Ca(PO3OH)2·H2O","Swk"
"Swamboite-(Nd)","Swamboite-(Nd)","Nd0.333[(UO2)(SiO3OH)](H2O)~2.5","Swa-Nd"
"Swartzite","Swartzite","CaMg(UO2)(CO3)3·12H2O","Swz"
"Swedenborgite","Swedenborgite","NaBe4Sb5+O7","Swe"
"Sweetite","Sweetite","Zn(OH)2","Sw"
"Swinefordite","Swinefordite","Ca0.2(Li,Al,Mg,Fe)3(Si,Al)4O10(OH,F)2·nH2O","Sfd"
"Switzerite","Switzerite","Mn2+3(PO4)2·7H2O","Swt"
"Sylvanite","Sylvanite","AgAuTe4","Syv"
"Sylvite","Sylvite","KCl","Syl"
"Symesite","Symesite","Pb10(SO4)O7Cl4·H2O","Sy"
"Symplesite","Symplesite","Fe2+3(AsO4)2·8H2O","Sym"
"Synadelphite","Synadelphite","Mn2+9(AsO4)2(AsO3)(OH)9·2H2O","Syd"
"Synchysite-(Ce)","Synchysite-(Ce)","CaCe(CO3)2F","Syn-Ce"
"Synchysite-(Nd)","Synchysite-(Nd)","CaNd(CO3)2F","Syn-Nd"
"Synchysite-(Y)","Synchysite-(Y)","CaY(CO3)2F","Syn-Y"
"Syngenite","Syngenite","K2Ca(SO4)2·H2O","Sgn"
"Szaibélyite","Szaibelyite","MgBO2(OH)","Sza"
"Szenicsite","Szenicsite","Cu3(MoO4)(OH)4","Sze"
"Szklaryite","Szklaryite","[box]Al6BAs3+3O15","Sky"
"Szmikite","Szmikite","Mn(SO4)·H2O","Szm"
"Szomolnokite","Szomolnokite","Fe(SO4)·H2O","Szo"
"Szymańskiite","Szymanskiite","Hg16Ni6(CO3)12(OH)12(H3O)8·3H2O","Szy"
"Tacharanite","Tacharanite","Ca12Al2Si18O33(OH)36","Tch"
"Tachyhydrite","Tachyhydrite","CaMg2Cl6·12H2O","Thy"
"Tadzhikite-(Ce)","Tadzhikite-(Ce)","Ca4Ce2Ti[box](B4Si4O22)(OH)2","Tad-Ce"
"Taenite","Taenite","(Ni,Fe)","Tae"
"Taikanite","Taikanite","BaSr2Mn3+2O2(Si4O12)","Tka"
"Taimyrite-I","Taimyrite-I","(Pd,Pt)9Cu3Sn4","Tmy-I"
"Tainiolite","Tainiolite","KLiMg2Si4O10F2","Tai"
"Taipingite-(Ce)","Taipingite-(Ce)","(Ce3+7Ca2)Mg(SiO4)3[SiO3(OH)]4F3","Tpg-Ce"
"Takanawaite-(Y)","Takanawaite-(Y)","YTaO4","Tkw-Y"
"Takanelite","Takanelite","(Mn2+,Ca)2x(Mn4+)1-xO2·0.7H2O","Tkn"
"Takedaite","Takedaite","Ca3B2O6","Tkd"
"Takéuchiite","Takeuchiite","Mg2Mn3+O2(BO3)","Tké"
"Takovite","Takovite","Ni6Al2(CO3)(OH)16·4H2O","Tkv"
"Talc","Talc","Mg3Si4O10(OH)2","Tlc"
"Talmessite","Talmessite","Ca2Mg(AsO4)2·2H2O","Tlm"
"Talnakhite","Talnakhite","Cu9Fe8S16","Tlk"
"Tamaite","Tamaite","(Ca,K,Na)xMn6(Si,Al)10O24(OH)4·nH2O (x = 1-2; n = 7-11)","Tam"
"Tamarugite","Tamarugite","NaAl(SO4)2·6H2O","Tmr"
"Tamboite","Tamboite","Fe3+3(OH)(H2O)2(SO4)(Te4+O3)3[Te4+O(OH)2](H2O)3","Tmb"
"Tamuraite","Tamuraite","Ir5Fe10S16",""
"Tancaite-(Ce)","Tancaite-(Ce)","FeCe(MoO4)3·3H2O","Tca-Ce"
"Tancoite","Tancoite","LiNa2Al(PO4)(PO3OH)(OH)","Tco"
"Taneyamalite","Taneyamalite","(Na,Ca)Mn2+12(Si,Al)12(O,OH)44","Tny"
"Tangdanite","Tangdanite","Ca2Cu9(AsO4)4(SO4)0.5(OH)9·9H2O","Tdn"
"Tangeite","Tangeite","CaCu(VO4)(OH)","Tg"
"Taniajacoite","Taniajacoite","SrCaMn3+2Si4O11(OH)4·2H2O","Tjc"
"Tanohataite","Tanohataite","LiMn2Si3O8(OH)","Tnh"
"Tantalaeschynite-(Y)","Tantalaeschynite-(Y)","Y(Ta,Ti,Nb)2O6","Taes-Y"
"Tantalcarbide","Tantalcarbide","TaC","Tcb"
"Tantalite-(Fe)","Tantalite-(Fe)","Fe2+Ta2O6","Ttl-Fe"
"Tantalite-(Mg)","Tantalite-(Mg)","MgTa2O6","Ttl-Mg"
"Tantalite-(Mn)","Tantalite-(Mn)","Mn2+Ta2O6","Ttl-Mn"
"Tantalowodginite","Tantalowodginite","(Mn,[box])TaTa2O8","Ttwdg"
"Tanteuxenite-(Y)","Tanteuxenite-(Y)","Y(Ta,Nb,Ti)2(O,OH)6","Ttx-Y"
"Tantite","Tantite","Ta2O5","Tan"
"Tapiaite","Tapiaite","Ca5Al2(AsO4)4(OH)4·12H2O","Tpi"
"Tapiolite-(Fe)","Tapiolite-(Fe)","Fe2+Ta2O6","Tap-Fe"
"Tapiolite-(Mn)","Tapiolite-(Mn)","Mn2+Ta2O6","Tap-Mn"
"Taramellite","Taramellite","Ba4(Fe3+,Ti)4O2[B2Si8O27]Clx","Tmel"
"Taramite","Taramite","Na(NaCa)(Mg3Al2)(Si6Al2)O22(OH)2","Trm"
"Taranakite","Taranakite","K3Al5(PO3OH)6(PO4)2·18H2O","Tar"
"Tarapacáite","Tarapacaite","K2(CrO4)","Tpc"
"Tarbagataite","Tarbagataite","(K[box])CaFe2+7Ti2(Si4O12)2O2(OH)5","Tbg"
"Tarbuttite","Tarbuttite","Zn2(PO4)(OH)","Tbt"
"Tarkianite","Tarkianite","(Cu,Fe)(Re,Mo)4S8","Trk"
"Taseqite","Taseqite","Na12Sr3Ca6Fe3Zr3NbSi25O73(O,OH,H2O)3Cl2","Tsq"
"Tashelgite","Tashelgite","CaMgFe2+Al9O16(OH)","Thg"
"Tassieite","Tassieite","NaCa2Mg3Fe2+2Fe3+(PO4)6·2H2O","Tas"
"Tatarinovite","Tatarinovite","Ca3Al(SO4)[B(OH)4](OH)6·12H2O","Tat"
"Tatarskite","Tatarskite","Ca6Mg2(SO4)2(CO3)2(OH)4Cl4·7H2O","Tts"
"Tatyanaite","Tatyanaite","(Pt,Pd)9Cu3Sn4","Tty"
"Tausonite","Tausonite","SrTiO3","Tau"
"Tavagnascoite","Tavagnascoite","Bi4O4(SO4)(OH)2","Tvg"
"Tavorite","Tavorite","LiFe3+(PO4)(OH)","Tav"
"Tazheranite","Tazheranite","(Zr,Ti,Ca)(O,[box])2","Taz"
"Tazieffite","Tazieffite","Pb20Cd2(As,Bi)22S50Cl10","Tzf"
"Tazzoliite","Tazzoliite","Ba2CaSr0.5Na0.5Ti2Nb3SiO17[PO2(OH)2]0.5","Tzo"
"Teallite","Teallite","PbSnS2","Tel"
"Tedhadleyite","Tedhadleyite","Hg2+Hg1+10O4I2(Cl,Br)2","Ted"
"Teepleite","Teepleite","Na2B(OH)4Cl","Tee"
"Tegengrenite","Tegengrenite","(Mn3+0.5Sb5+0.5)Mg2O4","Teg"
"Teineite","Teineite","Cu2+(Te4+O3)·2H2O","Tei"
"Telargpalite","Telargpalite","(Pd,Ag)3Te","Tlp"
"Tellurantimony","Tellurantimony","Sb2Te3","Tea"
"Tellurite","Tellurite","TeO2","Tlr"
"Tellurium","Tellurium","Te","Te"
"Tellurobismuthite","Tellurobismuthite","Bi2Te3","Tbi"
"Tellurohauchecornite","Tellurohauchecornite","Ni9BiTeS8","Thau"
"Telluromandarinoite","Telluromandarinoite","Fe3+2(Te4+O3)3·6H2O","Tmda"
"Telluronevskite","Telluronevskite","Bi3TeSe2","Tnvk"
"Telluropalladinite","Telluropalladinite","Pd9Te4","Tpdn"
"Telluroperite","Telluroperite","Pb(Te0.5Pb0.5)O2Cl","Tpr"
"Telyushenkoite","Telyushenkoite","CsNa6Be2Al3Si15O39F2","Tys"
"Temagamite","Temagamite","Pd3HgTe3","Tem"
"Tengchongite","Tengchongite","Ca(UO2)6(MoO4)2O5·12H2O","Tcg"
"Tengerite-(Y)","Tengerite-(Y)","Y2(CO3)3·2-3H2O","Ten-Y"
"Tennantite-(Cu)","Tennantite-(Cu)","Cu6(Cu4Cu2)As4S13","Tnt-Cu"
"Tennantite-(Fe)","Tennantite-(Fe)","Cu6(Cu4Fe2)As4S13","Tnt-Fe"
"Tennantite-(Hg)","Tennantite-(Hg)","Cu6(Cu4Hg2)As4S13","Tnt-Hg"
"Tennantite-(Ni)","Tennantite-(Ni)","Cu6(Cu4Ni2)As4S13",""
"Tennantite-(Zn)","Tennantite-(Zn)","Cu6(Cu4Zn2)As4S13","Tnt-Zn"
"Tenorite","Tenorite","CuO","Tnr"
"Tephroite","Tephroite","Mn2+2(SiO4)","Tep"
"Terlinguacreekite","Terlinguacreekite","Hg2+3O2Cl2","Tck"
"Terlinguaite","Terlinguaite","Hg2OCl","Tlg"
"Ternesite","Ternesite","Ca5(SiO4)2(SO4)","Tns"
"Ternovite","Ternovite","MgNb4O11·8-12H2O","Tno"
"Terranovaite","Terranovaite","NaCaAl3Si17O40·~8H2O","Tnv"
"Terrywallaceite","Terrywallaceite","AgPb(Sb,Bi)3S6","Twl"
"Terskite","Terskite","Na4ZrSi6O16·2H2O","Ter"
"Tertschite","Tertschite","Ca4B10O19·20H2O","Trt"
"Teruggite","Teruggite","Ca4Mg[AsB6O11(OH)6]2·14H2O","Tgg"
"Teschemacherite","Teschemacherite","(NH4)H(CO3)","Tmh"
"Tetra-auricupride","Tetra-auricupride","CuAu","Taur"
"Tetradymite","Tetradymite","Bi2Te2S","Ttd"
"Tetraferriannite","Tetraferriannite","KFe2+3(Si3Fe3+)O10(OH)2","Tfann"
"Tetraferriphlogopite","Tetraferriphlogopite","KMg3(Si3Fe3+)O10(OH)2","Tfphl"
"Tetraferroplatinum","Tetraferroplatinum","PtFe","Tfpt"
"Tetrahedrite-(Fe)","Tetrahedrite-(Fe)","Cu6(Cu4Fe2)Sb4S13","Ttr-Fe"
"Tetrahedrite-(Hg)","Tetrahedrite-(Hg)","Cu6(Cu4Hg2)Sb4S13","Ttr-Hg"
"Tetrahedrite-(Ni)","Tetrahedrite-(Ni)","Cu6(Cu4Ni2)Sb4S13",""
"Tetrahedrite-(Zn)","Tetrahedrite-(Zn)","Cu6(Cu4Zn2)Sb4S13","Ttr-Zn"
"Tetrarooseveltite","Tetrarooseveltite","Bi(AsO4)","Troo"
"Tetrataenite","Tetrataenite","FeNi","Ttae"
"Tetrawickmanite","Tetrawickmanite","Mn2+Sn4+(OH)6","Twm"
"Tewite","Tewite","(K1.5[box]0.5)(Te1.25W0.25[box]0.5)2W5O19","Tw"
"Thadeuite","Thadeuite","CaMg3(PO4)2(OH,F)2","Thd"
"Thalcusite","Thalcusite","(Cu,Fe)4Tl2S4","Thl"
"Thalénite-(Y)","Thalenite-(Y)","Y3Si3O10F","Tlé-Y"
"Thalfenisite","Thalfenisite","Tl6(Fe,Ni)25S26Cl","Tfn"
"Thalhammerite","Thalhammerite","Pd9Ag2Bi2S4","Tha"
"Thalliomelane","Thalliomelane","TlMn4+7.5Cu2+0.5O16","Tml"
"Thalliumpharmacosiderite","Thalliumpharmacosiderite","TlFe4[(AsO4)3(OH)4]·4H2O","Tpsd"
"Thaumasite","Thaumasite","Ca3Si(OH)6(CO3)(SO4)·12H2O","Tma"
"Thebaite-(NH<sub>4</sub>)","Thebaite-(NH4)","(NH4)3Al(C2O4)(PO3OH)2(H2O)","Thb-NH4"
"Theisite","Theisite","Cu5Zn5(AsO4)2(OH)14","Ths"
"Thénardite","Thenardite","Na2(SO4)","Thn"
"Theoparacelsite","Theoparacelsite","Cu3(OH)2As2O7","Thp"
"Theophrastite","Theophrastite","Ni(OH)2","Tph"
"Therasiaite","Therasiaite","(NH4)3KNa2Fe2+Fe3+(SO4)3Cl5","The"
"Thérèsemagnanite","Theresemagnanite","NaCo4(SO4)(OH)6Cl·6H2O","Tmg"
"Thermaerogenite","Thermaerogenite","CuAl2O4","Tag"
"Thermessaite","Thermessaite","K2AlF3(SO4)","Tms"
"Thermessaite-(NH<sub>4</sub>)","Thermessaite-(NH4)","(NH4)2AlF3(SO4)","Tms-NH4"
"Thermonatrite","Thermonatrite","Na2(CO3)·H2O","Tnat"
"Thomasclarkite-(Y)","Thomasclarkite-(Y)","NaY(HCO3)(OH)3·4H2O","Tcl-Y"
"Thometzekite","Thometzekite","PbCu2+2(AsO4)2·2H2O","Tmz"
"Thomsenolite","Thomsenolite","NaCaAlF6·H2O","Tse"
"Thomsonite-Ca","Thomsonite-Ca","NaCa2(Al5Si5)O20·6H2O","Thm-Ca"
"Thomsonite-Sr","Thomsonite-Sr","NaSr2(Al5Si5)O20·6-7H2O","Thm-Sr"
"Thorasphite","Thorasphite","Th2H(PO4,AsO4)3·6H2O","Tp"
"Thorbastnäsite","Thorbastnasite","ThCa(CO3)2F2·3H2O","Tbsn"
"Thoreaulite","Thoreaulite","Sn2+Ta2O6","Tre"
"Thorianite","Thorianite","ThO2","Tho"
"Thorikosite","Thorikosite","Pb3O3Sb3+(OH)Cl2","Thk"
"Thorite","Thorite","Th(SiO4)","Thr"
"Thornasite","Thornasite","Na12Th3(Si8O19)4·18H2O","Tna"
"Thorneite","Thorneite","Pb6(Te2O10)(CO3)Cl2(H2O)","Tne"
"Thorosteenstrupine","Thorosteenstrupine","(Ca,Th,Mn)3Si4O11F·6H2O","Tssp"
"Thortveitite","Thortveitite","Sc2Si2O7","Tvt"
"Thorutite","Thorutite","(Th,U,Ca)Ti2(O,OH)6","Thu"
"Threadgoldite","Threadgoldite","Al(UO2)2(PO4)2(OH)·8H2O","Tdg"
"Thunderbayite","Thunderbayite","TlAg3Au3Sb7S6","Tby"
"Tiberiobardiite","Tiberiobardiite","{Cu9Al[SiO3(OH)]2(OH)12(H2O)6}(SO4)1.5·10H2O","Tbd"
"Tiemannite","Tiemannite","HgSe","Tmn"
"Tienshanite","Tienshanite","K(Na,K,[box])9Ca2Ba6Mn2+6Ti6B12Si36O114(O,OH,F)11","Tsh"
"Tiettaite","Tiettaite","K4Na12Fe3+2Si16O41(OH)4·2H2O","Tie"
"Tikhonenkovite","Tikhonenkovite","SrAlF4(OH)·H2O","Tik"
"Tilasite","Tilasite","CaMg(AsO4)F","Til"
"Tilkerodeite","Tilkerodeite","Pd2HgSe3","Tkr"
"Tilleyite","Tilleyite","Ca5Si2O7(CO3)2","Tly"
"Tillmannsite","Tillmannsite","HgAg3(VO4)","Till"
"Timroseite","Timroseite","Pb2Cu5(TeO6)2(OH)2","Tim"
"Tin","Tin","Sn","Sn"
"Tinaksite","Tinaksite","K2NaCa2TiSi7O18(OH)O","Tnk"
"Tincalconite","Tincalconite","Na2B4O5(OH)4·3H2O","Tnc"
"Tinnunculite","Tinnunculite","C5H4N4O3·2H2O","Tnn"
"Tinsleyite","Tinsleyite","KAl2(PO4)2(OH)·2H2O","Tin"
"Tinticite","Tinticite","Fe3+3(PO4)2(OH)3·3H2O","Ttc"
"Tintinaite","Tintinaite","Pb10Cu2Sb16S35","Tti"
"Tinzenite","Tinzenite","Ca2Mn2+4Al4[B2Si8O30](OH)2","Tnz"
"Tiptopite","Tiptopite","K2(Li,Na,Ca)6(Be6P6)O24(OH)2·1.3H2O","Tpt"
"Tiragalloite","Tiragalloite","Mn2+4As5+Si3O12(OH)","Tga"
"Tischendorfite","Tischendorfite","Pd8Hg3Se9","Tdf"
"Tisinalite","Tisinalite","Na3Mn2+TiSi6O15(OH)3","Tis"
"Tissintite","Tissintite","(Ca,Na,[box])AlSi2O6","Tss"
"Tistarite","Tistarite","Ti2O3","Tta"
"Titanite","Titanite","CaTi(SiO4)O","Ttn"
"Titanium","Titanium","Ti","Ti"
"Titanoholtite","Titanoholtite","(Ti0.75[box]0.25)Al6BSi3O18","Thlt"
"Titanomaghemite","Titanomaghemite","(Ti0.5[box]0.5)Fe3+2O4","Tmgh"
"Titanowodginite","Titanowodginite","Mn2+TiTa2O8","Twdg"
"Titantaramellite","Titantaramellite","Ba4(Ti,Fe3+,Mg)4(O,OH)2[B2Si8O27]Clx","Ttmel"
"Tivanite","Tivanite","TiV3+O3(OH)","Tiv"
"Tlalocite","Tlalocite","Cu10Zn6(Te4+O3)(Te6+O4)2Cl(OH)25·27H2O","Tla"
"Tlapallite","Tlapallite","H6(Ca,Pb)2(Cu,Zn)3O2(SO4)(Te4+O3)4(Te6+O4)","Tpl"
"Tobelite","Tobelite","(NH4)Al2(Si3Al)O10(OH)2","Tbl"
"Tobermorite","Tobermorite","Ca4Si6O17(H2O)2·(Ca·3H2O)","Tbm"
"Tochilinite","Tochilinite","6(Fe0.9S)·5[(Mg,Fe)(OH)2]","Thi"
"Tocornalite","Tocornalite","(Ag,Hg)I (?)","Toc"
"Todorokite","Todorokite","(Na,Ca,K,Ba,Sr)1-x(Mn,Mg,Al)6O12·3-4H2O","Tdr"
"Tokkoite","Tokkoite","K2Ca4Si7O18(OH)F","Tok"
"Tokyoite","Tokyoite","Ba2Mn3+(VO4)2OH","Tky"
"Tolbachite","Tolbachite","CuCl2","Tbc"
"Tolovkite","Tolovkite","IrSbS","Tol"
"Tomamaeite","Tomamaeite","Cu3Pt","Tmm"
"Tombstoneite","Tombstoneite","(Ca0.5Pb0.5)Pb3Cu2+6Te6+2O6(Te4+O3)6(Se4+O3)2(SO4)2·3H2O","Tbs"
"Tomichite","Tomichite","V3+4Ti4+3As3+O13(OH)","Tom"
"Tomiolloite","Tomiolloite","Al12(Te4+O3)5[(SO3)0.5(SO4)0.5](OH)24",""
"Tondiite","Tondiite","Cu3MgCl2(OH)6","Ton"
"Tongbaite","Tongbaite","Cr3C2","Tgb"
"Tooeleite","Tooeleite","Fe3+6(AsO3)4(SO4)(OH)4·4H2O","Toe"
"Topaz","Topaz","Al2SiO4F2","Tpz"
"Topsøeite","Topsoeite","FeF3(H2O)3","Top"
"Torbernite","Torbernite","Cu(UO2)2(PO4)2·12H2O","Tor"
"Törnebohmite-(Ce)","Tornebohmite-(Ce)","Ce2Al(SiO4)2(OH)","Tbh-Ce"
"Törnebohmite-(La)","Tornebohmite-(La)","La2Al(SiO4)2(OH)","Tbh-La"
"Törnroosite","Tornroosite","Pd11As2Te2","Trs"
"Torrecillasite","Torrecillasite","Na(As,Sb)3+4O6Cl","Trc"
"Torreyite","Torreyite","Mg9Zn4(SO4)2(OH)22·8H2O","Try"
"Torryweiserite","Torryweiserite","Rh5Ni10S16","Tyw"
"Tosudite","Tosudite","Na0.5(Al,Mg)6(Si,Al)8O18(OH)12·5H2O","Tos"
"Toturite","Toturite","Ca3Sn2(SiFe3+2)O12","Tot"
"Tounkite","Tounkite","(Na,Ca,K)8(Si6Al6)O24(SO4)2Cl·0.5H2O","Tou"
"Townendite","Townendite","Na8ZrSi6O18","Twn"
"Toyohaite","Toyohaite","Ag1+(Fe2+0.5Sn4+1.5)S4","To"
"Trabzonite","Trabzonite","Ca4[Si3O9(OH)](OH)","Trb"
"Tranquillityite","Tranquillityite","Fe2+8Ti3Zr2Si3O24","Trq"
"Transjordanite","Transjordanite","Ni2P","Tjrd"
"Traskite","Traskite","Ba21Ca(Fe2+,Mn,Ti)4(Ti,Fe,Mg)12(Si12O36)(Si2O7)6(O,OH)30Cl6·14H2O","Tsk"
"Trattnerite","Trattnerite","Fe3+2(Mg3Si12)O30","Tra"
"Treasurite","Treasurite","Ag7Pb6Bi15S30","Tsur"
"Trébeurdenite","Trebeurdenite","Fe2+2Fe3+4O2(OH)10(CO3)·3H2O","Tré"
"Trebiskyite","Trebiskyite","Na3Mg2[TiV9O28]·22H2O","Tbk"
"Trechmannite","Trechmannite","AgAsS2","Trh"
"Tredouxite","Tredouxite","NiSb2O6","Tdx"
"Trembathite","Trembathite","Mg3B7O13Cl","Tba"
"Tremolite","Tremolite","[box]Ca2(Mg5.0-4.5Fe2+0.0-0.5)Si8O22(OH)2","Tr"
"Trevorite","Trevorite","NiFe3+2O4","Trv"
"Triangulite","Triangulite","Al3(UO2)4(PO4)4(OH)5·5H2O","Tri"
"Triazolite","Triazolite","NaCu2(N3C2H2)2(NH3)2Cl3·4H2O","Tzl"
"Tridymite","Tridymite","SiO2","Trd"
"Trigonite","Trigonite","Pb3Mn2+(AsO3)2(AsO2OH)","Tgn"
"Trikalsilite","Trikalsilite","K2NaAl3(SiO4)3","Tks"
"Trilithionite","Trilithionite","KLi1.5Al1.5(Si3Al)O10F2","Tln"
"Trimerite","Trimerite","CaBe3Mn2+2(SiO4)3","Tme"
"Trimounsite-(Y)","Trimounsite-(Y)","Y2Ti2SiO9","Tmo-Y"
"Trinepheline","Trinepheline","NaAlSiO4","Tnph"
"Triphylite","Triphylite","LiFe2+(PO4)","Trp"
"Triplite","Triplite","Mn2+2(PO4)F","Trl"
"Triploidite","Triploidite","Mn2+2(PO4)(OH)","Tpd"
"Trippkeite","Trippkeite","Cu2+As3+2O4","Tpk"
"Tripuhyite","Tripuhyite","Fe3+Sb5+O4","Tpy"
"Tristramite","Tristramite","(Ca,U4+,Fe3+)(PO4,SO4)·2H2O","Ttm"
"Tritomite-(Ce)","Tritomite-(Ce)","Ce5(SiO4,BO4)3(OH,O)","Tto-Ce"
"Tritomite-(Y)","Tritomite-(Y)","Y5(SiO4,BO4)3(O,OH,F)","Tto-Y"
"Trögerite","Trogerite","(H3O)(UO2)(AsO4)·3H2O","Tge"
"Trogtalite","Trogtalite","CoSe2","Trg"
"Troilite","Troilite","FeS","Tro"
"Trolleite","Trolleite","Al4(PO4)3(OH)3","Tll"
"Trona","Trona","Na3(HCO3)(CO3)·2H2O","Tn"
"Truscottite","Truscottite","Ca14Si24O58(OH)8·2H2O","Tst"
"Trüstedtite","Trustedtite","Ni2+Ni3+2Se4","Trü"
"Tsangpoite","Tsangpoite","Ca5(PO4)2(SiO4)","Tpo"
"Tsaregorodtsevite","Tsaregorodtsevite","N(CH3)4Si4(SiAl)O12","Tsa"
"Tschaunerite","Tschaunerite","(Fe2+)(Fe2+Ti4+)O4","Tsc"
"Tschermakite","Tschermakite","[box]Ca2(Mg3Al2)(Si6Al2)O22(OH)2","Tsr"
"Tschermigite","Tschermigite","(NH4)Al(SO4)2·12H2O","Tmi"
"Tschernichite","Tschernichite","CaAl2Si6O16·8H2O","Tni"
"Tschörtnerite","Tschortnerite","Ca4(K,Ca,Sr,Ba)3Cu3Al12Si12O48(OH)8·20H2O","Tht"
"Tsepinite-Ca","Tsepinite-Ca","(Ca,K,Na)2-x(Ti,Nb)2(Si4O12)(OH,O)2·4H2O","Tsp-Ca"
"Tsepinite-K","Tsepinite-K","(K,Ba,Na)2(Ti,Nb)2(Si4O12)(OH,O)2·3H2O","Tsp-K"
"Tsepinite-Na","Tsepinite-Na","(Na,H3O,K,Sr,Ba,[box])2(Ti,Nb)2(Si4O12)(OH,O)2·3H2O","Tsp-Na"
"Tsepinite-Sr","Tsepinite-Sr","(Sr,Ba,K)(Ti,Nb)2(Si4O12)(OH,O)2·3H2O","Tsp-Sr"
"Tsikourasite","Tsikourasite","Mo3Ni2P1+x (x < 0.25)","Tsi"
"Tsilaisite","Tsilaisite","NaMn2+3Al6(Si6O18)(BO3)3(OH)3(OH)","Tsl"
"Tsnigriite","Tsnigriite","Ag9SbTe3S3","Tng"
"Tsugaruite","Tsugaruite","Pb28As15S50Cl","Tsg"
"Tsumcorite","Tsumcorite","PbZn2(AsO4)2·2H2O","Tmc"
"Tsumebite","Tsumebite","Pb2Cu(PO4)(SO4)(OH)","Tsu"
"Tsumgallite","Tsumgallite","GaO(OH)","Tgl"
"Tsumoite","Tsumoite","BiTe","Tsm"
"Tsygankoite","Tsygankoite","Mn8Tl8Hg2(Sb21Pb2Tl)S48","Tsy"
"Tubulite","Tubulite","Ag2Pb22Sb20S53","Tub"
